sample_id,E_01_MULT,E_01_F3_MULT,BC_MULT,CD_MULT,C_01_Ti_MULT,C_08_Ile_MULT,C_09_MULT,C_02_MULT,C_20_MULT,C_26_MULT,C_27_MULT,C_28_MULT,C_29_MULT,DE_0_MULT,G_01_MULT,PERMZ_L1,PERMZ_L2,PERMZ_L3,PERMZ_L5,PERMZ_L6,PERMZ_L7,PERMZ_L8,PERMZ_L9,PERMZ_L10,PERMZ_L11,PERMZ_L12,PERMZ_L13,PERMZ_L14,PERMZ_L15,PERMZ_L16,PERMZ_L17,PERMZ_L18,PERMZ_L19,PERMZ_L20,PERMZ_L21,PERMZ_L22,MULTZ_L1,MULTZ_L15,MULTZ_L18,MULTZ_L20
21,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.227626567904252,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.16760607264880245,1.0148682998720444,0.3794904903573503,0.2651581527402409,0.012275637747784826,0.19952623149688797,0.09364309712504722,0.23376716064409714,0.6048887864773087,0.7676060189785808,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
22,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.011240773714925519,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,1.0314878091787034,0.24864309919294247,0.14499350324634352,0.03852824330680289,0.034697706274548115,0.19952623149688797,0.07110506897353107,0.1542330713116857,0.43057188051802603,0.09180243803529389,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
23,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.011154205503565802,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.04054419228216506,0.029077925801014152,0.15853861956030124,0.3410836848708468,0.1874055966038051,0.19952623149688797,0.8997678550836876,1.3728270560626543,4.724148520138466,0.10381686426838685,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
24,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.03843105312096047,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,1.1762598245239775,0.0234582965230677,0.020280069408324056,0.02024648862040714,0.1420787227254383,0.19952623149688797,0.9323684546601386,0.33564248022046284,0.06995402882637781,0.5123608491131394,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
25,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.011950670597981576,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.0369601533589582,0.02544616068801125,0.5472482890928674,0.06723244227919042,0.010116165898569618,0.19952623149688797,0.12042973340186844,0.16865865853628548,1.7722706179333605,0.16559733776611157,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
26,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.09986546005301646,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.1540061413747091,0.8239776046703369,0.43526992571356826,0.010749432734680776,0.006971686875829842,0.19952623149688797,0.12214090109209111,3.527154733710043,0.26834984158016056,1.459876501456309,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
27,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.01085871459158936,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.027070730806963005,0.014341529596257584,1.0858915966192955,0.046771564266519586,0.020437392148787238,0.19952623149688797,0.7425539892594252,2.452649136745658,0.07504148748527334,0.3321063212005139,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
28,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.17371051176326832,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.04676328247800019,0.14047314713586362,0.926942981609383,0.43501631325506157,0.018127376303511977,0.19952623149688797,0.23539811646536873,1.1246113174710366,0.10946467862427971,1.0320840570102379,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
29,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.7597420526247235,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.4580175189079336,0.8819217775521558,0.1787724666789809,0.24032109628888876,0.011491835149996249,0.19952623149688797,0.5012815463837165,3.7984249279708058,1.1582229136681088,0.08028338957913628,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
30,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.9928508560107209,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,1.0067789966012552,0.26028007688898663,0.04896161424115173,0.5616189418465783,0.06225135407619387,0.19952623149688797,0.9428869870758773,0.0639651037322991,0.7576380736247307,2.170549584596093,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
31,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.0701598239996005,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.07565062042447455,0.06732937271208356,0.027737653602715472,0.05460809501941272,0.0960926162388847,0.19952623149688797,0.013016137977247948,1.9165932432703334,4.076922375038243,2.200566160233646,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
32,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.06797271356741726,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.18770175336438166,0.5792251057812006,0.14147723229951034,0.49416173244794503,0.0072675771475888586,0.19952623149688797,0.08105548946694875,0.2197142682044718,1.3368305393725382,0.1087942037645721,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
33,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.026610952964909933,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.08084664965391156,0.08170643102152486,0.3509302513765163,0.8572295580355018,0.0797154461400603,0.19952623149688797,0.14710235211758668,2.0919780515696615,0.10451782935118234,0.17197748306640176,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
34,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.010652471189292703,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.05267926372866222,0.17362801619985194,0.4929427269858595,0.018663215319146848,0.05021338979721511,0.19952623149688797,0.10380443088751386,0.5937795988598183,0.12138484805323017,0.06805648324535786,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
35,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.2497671608706669,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.10046883980478204,0.5883037629128826,0.043826843960323415,0.013206964824312528,0.0768970134557428,0.19952623149688797,0.040639121055554395,1.451143222908868,0.8695905965286652,4.593418967476782,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
36,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.06141508468869326,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.04155903445206604,0.0887986848680862,0.6019100375300114,0.23405346467969815,0.17960795447940678,0.19952623149688797,1.068815428640788,0.13051161503764647,1.1682103930490595,2.4286702158983853,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
37,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.45388922330852804,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.028214133744155157,0.11300073210020987,0.3859608302286305,0.10051905194524703,0.23736072865094798,0.19952623149688797,0.04171146947937177,1.9712524226418915,0.7707576789528681,0.18852526216970464,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
38,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.023866461144023028,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.5801310167693554,0.34403122772432926,0.2684595105308485,0.2655799112030018,0.0608209884348234,0.19952623149688797,0.021733464348096105,3.716058324532336,3.077906622350683,0.25497321618586793,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
39,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.07541395274140901,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,1.2536196983845613,0.11973765363013324,0.014643570013849702,0.8685974777164411,0.016375053521673094,0.19952623149688797,0.03570248143159169,1.3591131501952656,0.20114642272113106,0.16141756411150027,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
40,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.6711078061330643,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.03432213710801407,0.026302896804830517,1.0687467913074404,0.013081345422655573,0.01838582829387355,0.19952623149688797,0.014957684423099504,0.26035003857299965,2.015237483303006,1.85358224741083,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
41,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.3201380247776833,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.014428034864380811,0.028337233388964392,0.050540349061921376,0.23168233856394463,0.049549204657344054,0.19952623149688797,0.033069521619663256,5.450192809213578,5.462601252288419,0.15412887269995545,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
42,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.7540062119202621,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.027782483957188304,0.05021068480367391,1.1587194064296,0.042914332780352865,0.1150254849025072,0.19952623149688797,1.1456337220121524,0.09285245017808655,0.23980340706902803,5.775323279188607,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
43,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.3839625066779122,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.1422391824674953,0.45027719565528235,0.029188213673599445,0.11534051229580723,0.21438424769837983,0.19952623149688797,0.023741070915881977,2.683169317911738,0.08335114428365807,0.3279739835646493,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
44,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.3772206643497479,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.23109045024544678,0.08270557095321306,0.0818580727772497,0.19478424466200248,0.2711192667138634,0.19952623149688797,0.31628542613079313,4.317455142568143,6.185561767721719,0.15097914617385827,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
45,0.01,0.01,0.1,0.1,0.01,0.1,0.1,0.01,0.5011872336272722,0.015989342218892297,0.05011872336272722,1.0,0.1,19.952623149688797,0.05011872336272722,0.19952623149688797,0.039810717055349734,0.251188643150958,0.12589254117941673,0.2093455223108974,0.18426988577425923,0.796455813937151,0.08834170103715734,0.1469825802569611,0.19952623149688797,0.9038157211843456,0.8537043387268795,1.001067626940194,0.3017401597805464,0.6309573444801932,0.6309573444801932,0.015848931924611134,0.003981071705534973,0.003981071705534973,0.01,0.01,1.0,0.05011872336272722,0.001,1e-05
